1	 1	 43.3791	 2.3715	
1	 2	 17.4915	 1.1211	
1	 3	 6.4864	 1.1211	
1	 4	 3.7009	 0.9977	
1	 5	 1.7648	 0.9977	
1	 6	 1.5421	 0.8520	
1	 7	 1.5995	 0.8286	
1	 8	 1.5905	 0.8126	
1	 9	 1.6264	 0.8126	
1	 10	 1.6370	 0.8126	
1	 11	 1.7913	 0.8126	
1	 12	 1.6986	 0.7982	
1	 13	 1.6657	 0.7982	
1	 14	 1.4921	 0.7982	
1	 15	 2.2921	 0.7464	
1	 16	 2.0771	 0.7464	
1	 17	 8.7626	 0.7464	
1	 18	 1.1889	 0.7464	
1	 19	 1.2986	 0.7464	
1	 20	 1.1601	 0.7464	
1	 21	 1.1868	 0.7464	
1	 22	 1.2244	 0.7464	
1	 23	 1.5434	 0.7464	
1	 24	 1.1872	 0.7464	
1	 25	 1.1491	 0.7464	
